Timestamp,"What kind of pet is this (Dog, Cat, Bird, Other)","Pet's Full Name (you don't have to include your last name. Think ""Winston Churchill"" and not ""Winston Churchill MYLASTNAME"")","Pet's everyday name (e.g. ""Church"")",Pet's age,Pet's breed (if applicable)
7/21/2019 22:50:53,Dog,Finlay Heisenberg ,Finn,8 years old,Shetland Sheepdog
7/21/2019 22:51:06,Dog,Nala Belle,Nala,11,Golden Retriever
7/21/2019 22:52:14,Dog,Matelin Paco Junior,Mate,9,Australian Shepherd
7/21/2019 22:52:48,Dog,Eddie ,Eddie,8,Chihuahua 
7/21/2019 22:52:17,Dog,Sir Thompson Squigglebutt,Tommy,7,Chihuahua 
7/21/2019 22:53:16,Dog,Miss Kasey Bubbles ,Kasey,8,English Setter
7/21/2019 22:53:44,Dog,Angel ,Angel,9,Golden Retriever
7/21/2019 22:54:07,Dog,Loosie,Goose,15,Whippet
7/21/2019 22:54:40,Dog,Sophie,Sophie,14,Whippet
7/21/2019 22:55:18,Dog,Douglas,Douglas,10,Basset Hound
7/21/2019 22:55:37,Dog,Zoi,Z,1,English Setter
7/21/2019 22:56:01,Dog,Jasper,Jasper,14,Whippet
7/21/2019 22:56:23,Dog,Rupert,Roo,3,Basset Hound
7/21/2019 22:56:58,Dog,Spencer,Spence,10,Pointer 
7/21/2019 22:57:32,Dog,Sir Clyde Bootsie Sideeye,Clyde ,11,Chihuahua 
7/21/2019 22:58:01,Dog,Daisy Mae,Daisy,7,Goldendoodle
7/21/2019 23:01:50,Dog,Teddy Bear,Teddy,11,Chow chow/Australian Shepard 
7/21/2019 23:06:09,Dog,Edward Gene ,Eddy,15,Golden Retriever
7/21/2019 23:05:40,Dog,Peaches Monroe,Peaches,4,Jack Russell Terrier
7/21/2019 23:06:19,Dog,Sir Nicholas,Nick,9,Corgi/jack russell 
7/21/2019 23:06:26,Dog,Eowyn,Eo,13,Shih Tzu
7/21/2019 23:06:42,Dog,Jayden,Denden,8,Shih Tzu
7/21/2019 23:06:56,Dog,Joey,Jo,1,Golden Retriever
7/21/2019 23:08:34,Dog,Walker Texas Ranger ,Wally,1,Lab mix
7/21/2019 23:08:53,Dog,Mike Mussina ,Moose,1,Lab mix
7/21/2019 23:12:08,Dog,Demon Deacon,Deke,13,Golden Retriever
7/21/2019 23:12:01,Dog,benny the tiny von hudehoff,benny,5,yorkshire
7/21/2019 23:14:18,Dog,Jacky,Jack,3,Golden Retriever
7/21/2019 23:14:47,Dog,Gigi,Gigi,10,Golden Retriever
7/21/2019 23:15:04,Dog,Liontamer’s Nelson M Mandela ,Nelson ,2,Rhodesian Ridgeback 
7/21/2019 23:15:17,Dog,Toby,Toby,12,Golden Retriever
7/21/2019 23:15:33,Dog,Sugar,Sugar,13,Mixed Breed
7/21/2019 23:15:37,Dog,Mackley,Mackey,4,American Bulldog
7/21/2019 23:15:50,Dog,Sugar,Sugar,5,Golden Retriever
7/21/2019 23:16:18,Dog,Minnie,Minnie,10,Min pin
7/21/2019 23:18:10,Dog,Meeko letang,Bubby,3 years,Rough collie
7/21/2019 23:20:55,Dog,Oddjob,Jobby,11,Puggle
7/21/2019 23:22:55,Dog,Charleston Wesley,Charlie,1,Goldendoodle
7/21/2019 23:23:18,Dog,Shelby,Shelb ,3 months (puppy puppy!!!!),Mutt
7/21/2019 23:23:43,Dog,Barracuda ,Cuda ,3 months,GSD Mix 
7/21/2019 23:24:08,Dog,Daisy,Daisy,5,Chocolate lab mix
7/21/2019 23:24:09,Dog,Moose Van Haus Huenink,Moose,3,Rottweiler
7/21/2019 23:24:26,Dog,Princess Bella Marie,Bella,11,Mini Dachshund/Beagle mix
7/21/2019 23:24:42,Dog,Geno Stoneycreek Pugh,Beans,2,Rottweiler
7/21/2019 23:25:14,Dog,Sadie Mae,Sadie,6,German Shorthaired Pointer
7/21/2019 23:25:54,Dog,Ruby Sue,Ruby,3,Blue Tick Coon Hound
7/21/2019 23:27:50,Dog,Zoey,Zoey/zozo,8,Golden Retriever
7/21/2019 23:28:40,Dog,Apollo,Apollo,10,Boxer
7/21/2019 23:28:52,Dog,Petey,Pete,11,Lab mix
7/21/2019 23:29:12,Dog,Sadie Blue,Sadie,9,Border collie mix
7/21/2019 23:29:48,Dog,Mira,Weetum,13.5,lab/greyhound
7/21/2019 23:30:23,Dog,Ginger,Ginger,We aren’t sure- around 8-10,Staffordshire mix
7/21/2019 23:32:49,Dog,Hairy Potter,Hairy,12,Smol terrier
7/21/2019 23:34:59,Dog,Cricket,Crickita ,Deceaced 12 years :(,Half schitzu
,,,,, half long haired miniature dachshund 
7/21/2019 23:34:50,Dog,Xenia Marie,Xenia,8,German Shepherd
7/21/2019 23:35:34,Dog,Daisy Mae,Daisy,12,Cairn Terrier
7/21/2019 23:41:25,Dog,Skylar,Sky dog,15,Mini Aussie
7/21/2019 23:43:06,Dog,Maybus Dogstoevsky,Maybe,11,Treeing Walker Coonhound
7/21/2019 23:43:45,Dog,Kahlua ,Louie,7,Mini Aussie
,,, LouLou,,
,,, KaHULA,,
,,, FlufferNutter,,
7/21/2019 23:44:48,Dog,Maggie pie thatcher,Maggie,4 months,Blue lacy 
7/21/2019 23:46:11,Dog,Ashildr,Ashy,1,Boxer
7/21/2019 23:46:19,Dog,Elsa,Stinky poo poo,4-1/2,German Shepherd
7/21/2019 23:46:59,Dog,Belle,Stinky poo poo too,4-1/2,Golden Retriever
7/21/2019 23:47:53,Dog,Zeus,Zeusy,8,Jack Russel mix
7/21/2019 23:48:58,Dog,Molly,Miss Pants,6,Lab mix
7/21/2019 23:52:38,Dog,Chip,Chippy,13.5 years,Yellow lab
,,, Chipper,,
,,, Dumbo,,
,,, or Chipper Dipper,,
7/22/2019 0:00:20,Dog,Chewustuffer Asshole,Chewy,2,Golden Retriever
7/22/2019 0:00:59,Dog,Sailor Moon,Either Sailor or Moon,4,Newfoundland
7/22/2019 0:01:01,Dog,Navigator’s Sipsey River PrinceS,Sipsey,11,Labrador Retriever
7/22/2019 0:01:03,Dog,Buddy,Bud,9,Border Collie
7/22/2019 0:01:41,Dog,Brown Butter Biscuit,Biscuit,12,Labrador Retriever
7/22/2019 0:02:06,Dog,Millie,Lil mil,13,Shih tzu cross 
7/22/2019 0:03:31,Dog,Jonah,Jonah,5,Lab/Collie
7/22/2019 0:04:10,Dog,Diggs,Diggs,9 years,Australian Cattle Dog
7/22/2019 0:04:39,Dog,Herman,Hermie,14,Dachshund 
,,, Herm-Derm,,
,,, Herbie,,
,,, Herm-Worm,,
7/22/2019 0:05:56,Dog,Datsyuk,Datsyuk,8 mos,Shepherd mix
7/22/2019 0:06:28,Dog,Nightwing ,Nightwing,6,Lhasa Apso / Maltese 
7/22/2019 0:06:39,Dog,Isabella,Bella,5,German Shepard/ Australian Shepard
7/22/2019 0:07:11,Dog,Princess Buttercup,Princess,4,Lhasa Apso / Maltese 
7/22/2019 0:10:07,Dog,Sir Jake of Zoar,Jake,11,Yellow lab
7/22/2019 0:12:12,Dog,Scout,scout,6,King Charles
7/22/2019 0:11:15,Dog,Aluxe,Aluxe,14,Poodle
7/22/2019 0:12:41,Dog,Brownie,brownie,11,King Charles
7/22/2019 0:19:38,Dog,Shelby May,Shelbs,6 years and 1 month,Terrier mix
7/22/2019 0:20:59,Dog,Mr. Henry Midas Darcy,Henry,7,Golden Retriever
7/22/2019 0:23:35,Dog,Annie Reese,Annie,11,Husky/Corgi mix 
7/22/2019 0:28:23,Dog,Blackjack,Blackjack,3,Lab and pit mix 
7/22/2019 0:33:19,Dog,Jaden,Jaden,8 years,
7/22/2019 0:34:04,Dog,Sophie,Soph,9 years,Golden Retriever
7/22/2019 0:39:03,Dog,Petey,Petey,11,Golden Retriever
7/22/2019 0:39:30,Dog,Jack,Jackson,11,Golden Retriever
7/22/2019 0:41:50,Dog,Bella,Bell,8 years,Puggle
7/22/2019 0:45:40,Dog,Starsky Buford,Starsky,7,Foxhound
7/22/2019 0:46:21,Dog, Beatrice,Trixie,5,Mexican black tailed
7/22/2019 0:46:48,Dog,Quito,Kiki,4,Lab/APBT/Great Dane/GSD/Australian Cattle Dog/Rottweiler (Embark confirmed)
7/22/2019 0:47:08,Dog,Wiggins,Wiggs,3,Black lab basset houd mix
7/22/2019 0:49:38,Dog,Bella,Smelly Belly,13,Weimaraner 
7/22/2019 0:51:27,Dog,Maple,Mapie,5 months old ,Shiba Inu
,,, Mapes,,
7/22/2019 0:51:57,Dog,Sara,Sara,7 years old,Polish Tatra Sheepdog
7/22/2019 0:54:18,Dog,Clementine,Clem,5.5yrs,Coonhound
7/22/2019 0:54:31,Dog,Ali May,Ali,12,Lab mix
7/22/2019 0:54:36,Dog,Aspen,Ass-pen,3y,Coonhound
7/22/2019 0:54:48,Dog,Amber,Amber,2,German pointer
7/22/2019 0:55:11,Dog,Coquine,Ti-Chat,15,Maltese
7/22/2019 0:57:00,Dog,Medley May ,Med head/big medley,8,Great Dane 
7/22/2019 0:57:28,Dog,Maggie,Mag bag ,3,Great Dane 
7/22/2019 0:58:21,Dog,Finn Jethro,Finny,7,Poodle
7/22/2019 0:59:01,Dog,Tallulah Lilac,Lulah,4,Poodle
7/22/2019 1:00:04,Dog,Bear,Bear,6,Husky - shepherd - collie 
7/22/2019 1:03:07,Dog,Emily,Emily,7,American Pitbull Terrier
7/22/2019 1:02:22,Dog,Winifred Yankeestaff Arnone,Winnie,13,English Staffordshire Bull Terrier
7/22/2019 1:04:54,Dog,Bella,Bella,9,Shih Tzu
7/22/2019 1:07:07,Dog,Mocha Latte,Moch,2,Retriever/Pitbull 
7/22/2019 1:06:53,Dog,Bentley Rockstaff Jardine Arnone,Bentley,10 months,English Staffordshire Bull Terrier
7/22/2019 1:07:34,Dog,Freddie Mercury,Freddie,15,Mini Schnauzer
7/22/2019 1:08:04,Dog,Einstein Pancake,Einstein ,11,Shih tzu/ poodle
7/22/2019 1:09:02,Dog,Sir Eggs Benedict,Benny,2.5,Pembroke Welsh Corgi
7/22/2019 1:09:08,Dog,Bandit ,Ban ban,8,Husky
7/22/2019 1:09:46,Dog,Mac,Mac,5,Border Collie
7/22/2019 1:10:21,Dog,Shepherd E Stoltzfus,Shep,5,Border Collie
7/22/2019 1:13:02,Dog,Cinnamon,Chinamon,4,Golden Lab
7/22/2019 1:19:23,Dog,Rocky Ciroc,Ciroc,6,Bichon Frise
7/22/2019 1:24:09,Dog,Jack,Jack,2,Miniature Dachshund
7/22/2019 1:23:08,Dog,Baldrick of Blackadder Bob,Bob,14,Miniature schnauzer 
7/22/2019 1:24:50,Dog,Danny,Danny,Deceased,Pomeranian - Indian mongrel mix
7/22/2019 1:29:14,Dog,Troy,Sweetie,9,Pit mix
7/22/2019 1:39:58,Dog,Lavender,Lav,8,Pitbull
7/22/2019 1:40:20,Dog,Buddy,Mr. B,6,Golden Retriever
7/22/2019 1:42:08,Dog,Chase,Chase,6,Boxer
7/22/2019 1:43:18,Dog,Charlotte,Charlie,8 human years,Mostly Border Collie (though she does not behave like one)
7/22/2019 1:43:05,Dog,Ice,Ice,14,Sharpei/Dachshund mix
7/22/2019 1:45:09,Dog,Dolly,Dolly,7 & 1/2 months,Lab mix
7/22/2019 1:48:15,Dog,Geoffrey,Geoffrey ,1,Maltipoo
7/22/2019 1:52:23,Dog,Holly ,Holly,8.5,Golden Retriever
7/22/2019 1:57:05,Dog,coco pollybird,coco,10,Cocker Spaniel
7/22/2019 1:58:19,Dog,Tim,Tim,12,Beagle
7/22/2019 2:01:18,Dog,Magui Josefina Primera Mercado,Moñoñito,16(+),English Cocker Spaniel
7/22/2019 2:02:04,Dog,Scooby,Scoob,Unknown,American cocker Spaniel
7/22/2019 2:02:51,Dog,Balto José,Bartolo,Six,
7/22/2019 2:07:53,Dog,Xena Badass McAwesome Princess Flufflepuffs of the Ashen Fields of Mordor,Xena,6,Golden Retriever
7/22/2019 2:08:03,Dog,Wilbur,Wilby ,6,French X British Bulldog
7/22/2019 2:08:46,Dog,Rowena Ravenclaw,Puppy,3,Rhodesian Ridgeback 
7/22/2019 2:09:28,Dog,Magnificent,Maggie,7,King Charles/papillon mix
7/22/2019 2:08:57,Dog,Nova,Scoosh ,7 months,Cocker Spaniel
7/22/2019 2:10:40,Dog,Penny,Penny,12,Ray terrier 
7/22/2019 2:11:58,Dog,Maisie taters ,Maisie ,2,Hound mix
7/22/2019 2:12:40,Dog,Guinness ,Guinness ,9,Australian Shepherd
7/22/2019 2:12:47,Dog,Johnny Bee,Johnny ,5,Boxer mix 
7/22/2019 2:13:18,Dog,Mayflower,May,12,Labrador
7/22/2019 2:13:40,Dog,Roscoe,Roscoe,13,Beagle
7/22/2019 2:23:32,Dog,Ashley,Ashley,5,English Cocker Spaniel
7/22/2019 2:24:37,Dog,Janis,Janis,7,
7/22/2019 2:29:52,Dog,Leonardo,Leo,7,Pekingese
7/22/2019 2:33:19,Dog,Ceili Kibbles,Ceili (pronounced K-Lee),10,Golden Retriever
7/22/2019 2:36:34,Dog,Charlie,Charlie,5 months,Bernese Mountain Dog
7/22/2019 2:37:53,Dog,Mango,Mango,2 years,
7/22/2019 2:44:20,Dog,Rufus,Roofie,14,Golden Retiever
7/22/2019 2:45:58,Dog,Daisy,Daze,4 months,Golden Retriever
7/22/2019 2:44:50,Dog,Lily,Lils,13,Golden Retriever
7/22/2019 2:45:27,Dog,Bertie,Bertie Boy,4 months,Golden Retriever
7/22/2019 2:52:42,Dog,Max,Bear,7,Akita
7/22/2019 2:52:59,Dog,Molly,Moo,7,Beagle
7/22/2019 2:53:23,Dog,Poppy,Poppy dog,2,Golden Retriever
7/22/2019 2:53:41,Dog,Daisy,Daisy dog,2,Golden Retriever
7/22/2019 2:58:31,Dog,Koda,Koda,9,Golden Retriever
7/22/2019 2:59:04,Dog,Elwood,Elwood,9,Golden Retriever
7/22/2019 2:59:32,Dog,Jake,Jakey,9,Golden Retriever
7/22/2019 3:00:32,Dog,Miles,Miles,8,Labrador
7/22/2019 3:23:22,Dog,Indiana ,Indy,10,Springer Spaniel 
7/22/2019 3:23:44,Dog,Maximus Harvey ,Max,2,Golden Retriever
7/22/2019 3:26:43,Dog,Douglas Ray Richardson the Third ,Doug ,6ish,Red heeled 
7/22/2019 3:49:48,Dog,Harley,Gnarly,4,Pug
7/22/2019 3:51:06,Dog,Buster,Busty ,14,Jack Russell
7/22/2019 3:51:27,Dog,Alfie,Alfie Dude,14,Jack Russell
7/22/2019 3:53:43,Dog,Mila,Mila,9,Mixed Breed
7/22/2019 3:59:19,Dog,Zero,Boydog,10,Rhodesian Ridgeback 
7/22/2019 4:14:20,Dog,Bella Nina; Thomas James; Archie,Bella; Tom; Archie,7yrs; 4yrs; 4mos,German Shepherd x Border Collie; not sure; German Shepherd
7/22/2019 4:21:50,Dog,Briggs,Briggy,10,Lab mix
7/22/2019 4:19:27,Dog,Mya (The Dog),My,13,Yellow lab
7/22/2019 4:20:57,Dog,Neela,Neely ,8,Shih Tzu
7/22/2019 4:22:46,Dog,Hank,Hankle ,2,Blue heeler/Australian shepherd
7/22/2019 4:24:04,Dog,Button,Button,7,Cockalier 
7/22/2019 4:23:05,Dog,Missy Princess,Missy,14,Cocker Spaniel
7/22/2019 4:23:39,Dog,Prince,Prince,7,German shepherd/golden retriever
7/22/2019 4:29:56,Dog,Samuel,Sam,8,Golden Retriever
7/22/2019 4:58:43,Dog,Precious Fudge,Miss Precious,12,Chocolate lab/collie
7/22/2019 4:48:57,Dog,truffles ,truffs ,11,chocolate poodle 
7/22/2019 4:49:25,Dog,woodland ,woody ,4,Long-haired Chihuahua
7/22/2019 4:59:29,Dog,Heath M&M,Mr. Peaf,8,Australian Cattle Dog
7/22/2019 5:00:10,Dog,Mosley,Mr. Mosley,6,Pitbull/Terrier
7/22/2019 5:01:44,Dog,Peter,Mr. Peter,3,
7/22/2019 5:15:44,Dog,Sammy,Sammy,12,Shih Tzu mix 
7/22/2019 5:19:17,Dog,Theodore Barkalot,Teddy,8,Bichon Havanese
7/22/2019 6:02:49,Dog,d'Artagnan,Dart,17,Pug
7/22/2019 6:38:43,Dog,Celsius Pele Amadeus Cartier,Celsius,11 years,Black Labrador Retriever
7/22/2019 6:39:00,Dog,Lando Calrisian,Lando,4,Labrador
7/22/2019 6:39:30,Dog,Obi-Wan,Obi,2,Labrador
7/22/2019 6:39:37,Dog,Titus Sirius Icarus Cartier,Titus,10 years,Black Labrador Retriever Mix
7/22/2019 6:40:25,Dog,Samuel T Dogg,Sam,8(ish) (rescue),Labrador
7/22/2019 6:45:43,Dog,Oreo Ann,Oreo ,11,
7/22/2019 6:46:12,Dog,Oliver,Ollie,7,
7/22/2019 6:47:52,Dog,Stamford,Stamford,10,Bichon frise cross
7/22/2019 7:03:56,Dog,Bentley,Bentley,4,Chocolate lab
7/22/2019 7:06:17,Dog,Lulu,Lulu,10,Jack Russell
7/22/2019 7:07:29,Dog,Ella,Elephant,8,Retriever X labrador
7/22/2019 7:08:01,Dog,Roxy,Roxy,5,German Shepherd
7/22/2019 7:16:38,Dog,Desmond,Dez,8,English Black Labrador
7/22/2019 7:21:30,Dog,Stella,Stella ,9,Hunterway x Collie 
7/22/2019 7:24:56,Dog,Sheena ,Beena,12,Golden
7/22/2019 7:28:30,Dog,Perry the Poodle,Perry ,2,Standard Poodle
7/22/2019 7:29:16,Dog,Cody the Corgi,Cody,3,Pembroke Welsh Corgi
7/22/2019 7:41:28,Dog,Ginevra Molly,Ginny,18 weeks,Golden Retriever
7/22/2019 7:50:19,Dog,Riley,Riley or Ri (pronounced RHY),4,Husky
,,, but then there’s a bunch of nicknames like (Riley Roo,,
,,, Roo,,
,,, Ri Ri,,
,,, Bud,,
,,, Buddy,,
,,, Bub,,
,,, etc),,
7/22/2019 7:53:15,Dog,Cleopatra,Cleo,3,Greyhound
7/22/2019 7:59:19,Dog,Coco,Coco,10,Corgi
7/22/2019 8:01:33,Dog,Captain,Captain aka Cappie,14,Husky
7/22/2019 8:02:46,Dog,Buddy,Buddy,8,Mutt
7/22/2019 8:06:50,Dog,Magnolia Mae,Maggie,2,Corgi
7/22/2019 8:12:00,Dog,Sam,Sammy,5,Border Collie
7/22/2019 8:15:57,Dog,Zoey,Zo,4,Mutt
7/22/2019 8:26:01,Dog,Chip,Chippers ,2 YO,Golden Retriever
7/22/2019 8:33:48,Dog,Snickers,Snick ,8,Labrador
7/22/2019 8:34:20,Dog,Max,Max,12.5,Labrador
7/22/2019 8:46:17,Dog,Leeloo,Leeloo,2,Labradoodle
7/22/2019 8:50:35,Dog,Owen,Owen,13,Ridgeback
7/22/2019 8:52:29,Dog,Daisy May,Daisy,11,Golden Retriever
7/22/2019 8:57:35,Dog,Sunshine,Sunny,4,Pyrador 
7/22/2019 8:58:46,Dog,Freskin,Fattima Bouffants,13,Black Labrador Retriever
7/22/2019 8:59:57,Dog,Philippa,Pippa,4,American Hairless Terrier
7/22/2019 9:00:57,Dog,Lillie (Lilian now that she’s older),Lillie,5 years,Boxer
7/22/2019 9:02:20,Dog,Dr. Wolf Barker,Wolfie,7 years,Mixed Breed
,, MD PhD DOG,,,
7/22/2019 9:02:29,Dog,Toby,Tobias,10,Bichon Frise
7/22/2019 9:02:55,Dog,Alice,Alicima Bouffants,11,Bichon Frise
7/22/2019 9:03:31,Dog,DeeDee,Deedle Dumpling,10,Bichon Frise
7/22/2019 9:03:51,Dog,Oliver,Oliver,12,Bichon Frise
7/22/2019 9:04:13,Dog,Reuben,Reuben,12,Bichon Frise
7/22/2019 9:04:37,Dog,Mowgli, Mowgli,3 1/2,YorkiePoo
,,, Mr. Tude (when he's sassy),,
7/22/2019 9:04:45,Dog,Toby,Toby,12,Labrador Retriever
7/22/2019 9:06:45,Dog,Buddy,Buddy,11,mutt/mixed
7/22/2019 9:06:49,Dog,Bella Sitka LASTNAME,Bell,15,Mianture American Eskimo
,,, Bella,,
,,, Pretty,,
7/22/2019 9:07:38,Dog,Monty,Montgomery of Fitzgerald,8,Labrador Retriever
7/22/2019 9:09:08,Dog,Luna Lastname,Luna,9 months,Doxin 
,,, Loon,,
,,, Loonie,,
,,, Miss Loon,,
,,, Wiggles,,
7/22/2019 9:10:11,Dog,Echo Last Name,Echo,12,Mianture American Eskimo
7/22/2019 9:18:22,Dog,Nuffin,Nuffin,6,Golden Retriever
7/22/2019 9:24:15,Dog,Mars,Chano ,9,Corgi
7/22/2019 9:29:51,Dog,Calhoun Richard Anderson du Nord,Cal,3.5,Golden Retriever
7/22/2019 9:37:06,Dog,Charlie Brown,Charlie,10,Labrador Retriever
,,, Charizard,,
,,, Charles,,
7/22/2019 9:37:54,Dog,Bixby Lucas,Bixby,1,Black Lab
7/22/2019 9:38:31,Dog,Taco,Taca Taca,13,French Bulldog/Boston Terrier Mix
,,, snorticus,,
7/22/2019 9:40:23,Dog,Belle,Jelly Belly,3,beagle mix
7/22/2019 9:42:02,Dog,Jimmy,Jimmy,3,Jack Russell Terrier
7/22/2019 9:47:32,Dog,Miles,Miles,10,Redbone Coonhound
7/22/2019 9:49:22,Dog,Eleanor Rose,Elly,5,Golden Retriever
7/22/2019 9:56:32,Dog,Cooper Jay Nigel Winston,Cooper,8,Yorkie mix
7/22/2019 9:57:20,Dog,Buddy Augusto,Buddy,14,Cocker Spaniel
7/22/2019 10:01:06,Dog,Dash,Dash,7,Pitbull mix
7/22/2019 10:09:54,Dog,Opie,Dope/ Opie,11,Golden Retriever
7/22/2019 10:16:47,Dog,Georgia ,Georgia ,3 years old,
7/22/2019 10:21:03,Dog,Dino,Dino,30 (deceased at 13),Keeshound
7/22/2019 10:31:04,Dog,Penny,Penny,10,Beagle
,,,,,Miniature Pinscher
7/22/2019 10:37:12,Dog,Alex’s Fiesty Girl Bailey Balogh,Bailey,10 1/2 years,Golden Retriever
7/22/2019 10:42:15,Dog,Rey,Reymundo,2.5 years,Jack Russell/chihuahua 
7/22/2019 10:43:26,Dog,Uwe,Uwe,4,Golden boy
7/22/2019 10:51:17,Dog,Millie Betty,Mill,1.5 years,Dalmatian
7/22/2019 10:51:53,Dog,Henry,Henny,1 year,Dalmatian
7/22/2019 10:53:33,Dog,Daisy May,Daisy ,13,Mutt
7/22/2019 10:54:14,Dog,Chamomile June,Cammie,9,Cocker Spaniel
7/22/2019 10:54:56,Dog,Chapman,Chapman,15,Black Lab
7/22/2019 10:55:36,Dog,Tucker,Tucker,9 months,Mini Australian Shepard
7/22/2019 11:01:04,Dog,Chappelle,Mutt,7y 9 mo,Dachshund and Tibetan Spaniel
7/22/2019 11:34:28,Dog,Bella,Bella,11,Greater Swiss Mountain Dog
7/22/2019 11:35:00,Dog,Toby Wan Kenobi,Toby,1,Golden Retriever
7/22/2019 11:38:08,Dog,Daisy,Daisy,12,Labrador
7/22/2019 11:39:11,Dog,Beaucoup du Chien,Beau,Deceased,Newfoundland
7/22/2019 11:39:57,Dog,Pumpkin,Pumpkin,Deceased,Yellow Labrador 
7/22/2019 11:40:34,Dog,Poquit,Poquit,Deceased,Chocolate lab
7/22/2019 11:45:50,Dog,Rosie,Rosie,9,Golden Retriever
7/22/2019 11:50:24,Dog,Murphy,Murphy,10,Yorkshire Terrier
7/22/2019 11:52:39,Dog,Giacomo Science,Giacomo,6,Bernese Mountain Dog
7/22/2019 11:52:40,Dog,Zuul,Zuul,5,Pitbull/Boxer mix
,, minion of Gozer,,,
7/22/2019 11:52:41,Dog,Trogdor Jealous,Dora,14,Mixed Breed
7/22/2019 11:53:00,Dog,Professor Tuxedo,Tux,1,Bernese Mountain Dog
7/22/2019 11:53:29,Dog,Bodie,Bodie,8,Golden Retriever
7/22/2019 11:53:38,Dog,Zoey,Zoey,5 1/2,Labradoodle
7/22/2019 11:54:34,Dog,Joel Carlos,Joel,3,Beagador
7/22/2019 11:54:48,Dog,Lola,Lola,1,English Cocker Spaniel
7/22/2019 11:55:12,Dog,Rufus,Rufus,15,Cairn Terrier
7/22/2019 11:55:16,Dog,Sadie,Bubba ,12,Golden
7/22/2019 11:55:36,Dog,Zoey Deschanel,Zo ,12,Bichon Frise
7/22/2019 11:55:45,Dog,Cooper,Coop ,6,Golden
7/22/2019 11:55:55,Dog,Captain Goose,Goose,1,Unknown
7/22/2019 11:56:00,Dog,Mr Doctor Professor Constable Detective Brick,Brick,8,British Bulldog
7/22/2019 11:56:27,Dog,Ellie Sattler,El,1,pibble
7/22/2019 11:56:53,Dog,Juke,Juke,4,Dachshund 
7/22/2019 11:56:57,Dog,Blue,Blue,6mo,Chocolate lab
7/22/2019 11:57:15,Dog,Kiefer Bartholomew ,Kief ,9,Belgian Shepard
7/22/2019 11:57:48,Dog,Jackson,Jax,5,Labradoodle
7/22/2019 11:58:30,Dog,Zeta bear,Bear,6,German Shepherd
7/22/2019 12:00:41,Dog,Minnie,MinniePin,2,Mutt
7/22/2019 12:01:45,Dog,Dixie,Dixie,15,Shepherd mix
7/22/2019 12:02:15,Dog,Rosa Barks,Rosie,11,Shih Tzu
7/22/2019 12:02:16,Dog,Charlie,Charlie,10 weeks ,Cavapoo
7/22/2019 12:02:18,Dog,Jack Dog,Jack,16,Mutt
7/22/2019 12:02:26,Dog,Timon,Timon,3,Mutt
7/22/2019 12:02:38,Dog,Leila Fowler-Martinez,Leila or Pinche Leila ,7,
7/22/2019 12:02:40,Dog,Tubu,Tubu,11,Chihuahua 
7/22/2019 12:02:52,Dog,Goodness Gracious,Gracy ,12,Shih Tzu
7/22/2019 12:03:05,Dog,Monkey,Monkey,11,Australian Shepard/Rottweiler 
7/22/2019 12:03:27,Dog,Rosie,Rosie Posie,Dead,Golden Retriever
7/22/2019 12:04:08,Dog,Scirocco Augustus,Rocco or Crocco,5,Treeing walker coonhound/ Chinese Sharpei
7/22/2019 12:04:00,Dog,Heavy Duty Puppy,Duty,4,Sheltie (he was an “anti”-runt of the litter)
7/22/2019 12:04:41,Dog,Siena Rosa,Siena,12,Golden Retriever
7/22/2019 12:05:09,Dog,Buttercup Maplesde,Butternut, 2.5 yrs,Unknown
,Dog, zuez Maplesden, zuzy , 2.5 yrs,Unknown
,Dog, Bella Maplesden,Bella, 2 yrs, Bali dog mix
,Cat, Hercules Maplesden, Hercules., 2 yrs, tabby cat
7/22/2019 12:05:21,Dog,Ghia Lynn,Ghia or Geeg,1,Border Collie/ Chinese sharpei 
7/22/2019 12:05:26,Dog,Delilah,Lilah,7,Beagle
7/22/2019 12:05:48,Dog,Treacle,Treacle,10,Border Collie cross (mongrel)
7/22/2019 12:06:07,Dog,Sam,Sam,11,Labrador
7/22/2019 12:06:39,Dog,Tyson,Tysbert,14,Rottweiler-German Shepherd-Mix
,,, T McT,,
,,, Mucki,,
,,, Muckelbert,,
,,, Muckmuck,,
,,, Maggey,,
7/22/2019 12:09:08,Dog,Parker,Parker,11,Goldendoodle
7/22/2019 12:09:43,Dog,Captain Avro Clarence,Avro,6,Schnauzer 
7/22/2019 12:11:33,Dog,Carlene,Weentz,4,Mutt
7/22/2019 12:14:01,Dog,Linda,Linda,10,West Highland White Terrier
7/22/2019 12:16:08,Dog,Toby Wooferton,Toby,18,Mixed Breed
7/22/2019 12:17:12,Dog,Sacha,Fjollehoved (Danish for goofball) ,13,Dog (Golden Labrador Retriever)
7/22/2019 12:17:32,Dog,Snickers,Snicks,14,Labradoodle
7/22/2019 12:18:18,Dog,Sherlock Bones,Sherlock,4,Pitbull mix
7/22/2019 12:18:52,Dog,Irene Adler,Addie,8,Bulldog
7/22/2019 12:19:14,Dog,Wallace,Wally ,2,Labradoodle
7/22/2019 12:19:15,Dog,Dude,Handsome,2.5,Labrador Retriever
7/22/2019 12:19:41,Dog,Bailey,Bailey,9,Golden Retriever
7/22/2019 12:19:43,Dog,Willow,Sweetie,6,Labrador Retriever
